"0",""
"0","P401 <- c(""Si"",""No"")"
"0","Ph <- c(""Lim_moverse"",""Lim_mirar"",""Lim_hablar"",""Lim_oir"",""Lim_comprender"",""Lim_convivir"")"
"0","P401d<- c(""P401H1"",""P401H2"",""P401H3"",""P401H4"",""P401H5"",""P401H6"")"
"0",""
"0","for (a in (1:2)){"
"0","  data1$P401H1[data1$P401H1==a]=P401[a]"
"0","  data1$P401H2[data1$P401H2==a]=P401[a]"
"0","  data1$P401H3[data1$P401H3==a]=P401[a]"
"0","  data1$P401H4[data1$P401H4==a]=P401[a]"
"0","  data1$P401H5[data1$P401H5==a]=P401[a]"
"0","  data1$P401H6[data1$P401H6==a]=P401[a]"
"0","  "
"0","}"
"0",""
"0",""
"0",""
"0",""
