"0","P301A <- c(""Sin nivel"",""Educación inicial"",""Primaria incompleta"",""Primaria completa"","
"0","          ""Secundaria incompleta"",""Secundaria completa"",""Superior no universitaria Incompleta"",""Superior no universitaria completa"",""Superior universitaria completa"",""Maestria/Doctorado"",""Básica especial"")"
"0",""
"0","#Forma 1"
"0","for (a in (1:12)){"
"0","  data1$P301A[data1$P301A==a]=P301A[a]"
"0","}"
"0",""
"0","data1$P301A<- factor(data1$P301A,levels =P301A)"
"0","modelP301A<- model.matrix(data1$P524A1~data1$P301A+data1$P207)"
"0","head(modelP301A[,-1])"
"1"," "
"1"," data1$P301AEducación inicial"
"1"," data1$P301APrimaria incompleta"
"1","
1"
"1","                            0"
"1","                              0"
"1","
2"
"1","                            0"
"1","                              0"
"1","
3"
"1","                            0"
"1","                              0"
"1","
4"
"1","                            0"
"1","                              0"
"1","
5"
"1","                            0"
"1","                              0"
"1","
6"
"1","                            0"
"1","                              1"
"1","
"
"1"," "
"1"," data1$P301APrimaria completa"
"1"," data1$P301ASecundaria incompleta"
"1","
1"
"1","                            0"
"1","                                0"
"1","
2"
"1","                            0"
"1","                                0"
"1","
3"
"1","                            0"
"1","                                0"
"1","
4"
"1","                            0"
"1","                                0"
"1","
5"
"1","                            0"
"1","                                1"
"1","
6"
"1","                            0"
"1","                                0"
"1","
"
"1"," "
"1"," data1$P301ASecundaria completa"
"1"," data1$P301ASuperior no universitaria Incompleta"
"1","
1"
"1","                              1"
"1","                                               0"
"1","
2"
"1","                              1"
"1","                                               0"
"1","
3"
"1","                              1"
"1","                                               0"
"1","
4"
"1","                              1"
"1","                                               0"
"1","
5"
"1","                              0"
"1","                                               0"
"1","
6"
"1","                              0"
"1","                                               0"
"1","
"
"1"," "
"1"," data1$P301ASuperior no universitaria completa"
"1","
1"
"1","                                             0"
"1","
2"
"1","                                             0"
"1","
3"
"1","                                             0"
"1","
4"
"1","                                             0"
"1","
5"
"1","                                             0"
"1","
6"
"1","                                             0"
"1","
"
"1"," "
"1"," data1$P301ASuperior universitaria completa"
"1"," data1$P301AMaestria/Doctorado"
"1","
1"
"1","                                          0"
"1","                             0"
"1","
2"
"1","                                          0"
"1","                             0"
"1","
3"
"1","                                          0"
"1","                             0"
"1","
4"
"1","                                          0"
"1","                             0"
"1","
5"
"1","                                          0"
"1","                             0"
"1","
6"
"1","                                          0"
"1","                             0"
"1","
"
"1"," "
"1"," data1$P301ABásica especial"
"1"," data1$P207"
"1","
1"
"1","                          0"
"1","          1"
"1","
2"
"1","                          0"
"1","          2"
"1","
3"
"1","                          0"
"1","          2"
"1","
4"
"1","                          0"
"1","          1"
"1","
5"
"1","                          0"
"1","          2"
"1","
6"
"1","                          0"
"1","          1"
"1","
"
